filename,num_polygons,area_polygons,datetime,tile_x,tile_y,tile_z,tile_top,tile_right,tile_bottom,tile_left,tms_identifier
example/input-data/large-shapefile-example/large-shapefile-example.shp,3346,8.952699778026054e-05,2022-03-30 21:53:48.002172,1418,908,13,70.04882812500009,-148.82080078125014,70.02685546875009,-148.84277343750014,WorldCRS84Quad
example/input-data/large-shapefile-example/large-shapefile-example.shp,3963,0.0001112310457824258,2022-03-30 21:53:50.039528,1418,909,13,70.02685546875009,-148.82080078125014,70.00488281250009,-148.84277343750014,WorldCRS84Quad
example/input-data/large-shapefile-example/large-shapefile-example.shp,3173,9.01058259224037e-05,2022-03-30 21:53:51.773768,1419,908,13,70.04882812500009,-148.79882812500014,70.02685546875009,-148.82080078125014,WorldCRS84Quad
example/input-data/large-shapefile-example/large-shapefile-example.shp,3983,0.00012179271550975241,2022-03-30 21:53:53.971204,1419,909,13,70.02685546875009,-148.79882812500014,70.00488281250009,-148.82080078125014,WorldCRS84Quad
